,Full Name,Gender,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Operating Status,Founded Date,Closed Date,Company Type,Number of Founders,Success,Founder
7883,Hongyi Zhou,1,18,1,2,2,0,0,1,0,1,2005,0,0,2,1,1
7884,James Neville,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
7885,Guillaume Lellouche,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
7886,Samir Rath,1,0,2,0,0,0,0,0,0,1,2015,0,1,3,1,1
7887,Daniel H. Haga,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
7888,Joe Murray,1,1,1,0,0,0,0,0,0,1,2003,0,1,2,1,1
7889,Richard Tucker,1,0,1,0,0,0,0,0,0,1,2003,0,1,2,1,1
7890,Katherine Hays,0,15,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
7891,Uri Alter,1,2,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
7892,Netanel Davidi,1,2,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
7893,Steven Lam,1,0,1,0,0,0,0,0,2,1,2013,0,1,3,1,1
7894,Nick Tang,1,1,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
7895,Reeve Kwan,1,1,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
7896,Felix Schollmeier,1,0,1,0,0,0,0,0,1,1,2012,0,1,1,1,1
7897,Peter Mundel,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
7898,Eduardo Vilar,1,0,1,1,1,0,0,0,1,1,2014,0,1,1,0,1
7899,Rishi Bali,1,2,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
7900,Jeffrey Greve,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,1,1
7901,Jason Garoutte,1,5,1,0,0,0,0,0,0,0,2014,0,1,2,0,1
7902,Brian Zotter,1,1,3,0,0,0,0,0,0,0,2014,0,1,2,0,1
7903,Jesper Qvist,1,0,3,1,1,0,0,0,0,1,2014,0,1,1,0,0
7904,Loredana Qvist,0,0,3,0,0,0,0,0,0,1,2014,0,1,1,0,1
7905,Paul Viskovich,1,5,1,0,0,0,0,0,0,1,2016,0,1,1,0,1
7906,Sy Fahimi,1,2,1,2,2,0,0,1,0,1,2012,0,0,3,0,1
7907,Stephanie Dua,0,7,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
7908,Terrence W. Norchi,1,7,1,0,0,0,0,0,0,1,2006,0,0,1,1,1
7909,Itzik Kotler,1,23,1,0,0,0,0,0,2,1,2014,0,1,2,0,1
7910,Guy Bejerano,1,15,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7911,Copley Broer,1,5,1,0,0,0,0,0,0,1,2010,0,0,1,0,1
7912,Steve Olechowski,1,23,3,7,7,0,0,2,0,1,2013,0,1,2,0,1
7913,Juan-Luis Hortelano,1,0,2,1,1,0,0,1,0,1,2013,0,1,2,0,1
7914,Marni Mandell,0,0,1,0,0,0,0,0,0,1,2015,0,0,0,0,1
7915,Joe Marrapodi,1,5,2,0,0,0,0,0,0,1,2012,0,0,2,0,1
7916,Koushi Sunder,0,0,1,0,0,0,0,0,1,1,2015,0,1,1,0,1
7917,Brian Barth,1,5,1,0,0,0,0,0,0,1,2011,0,1,2,0,1
7918,Stu Kelly,1,4,1,0,0,0,0,0,0,1,2011,0,1,2,0,1
7919,Andrew Laffoon,1,7,1,0,0,0,0,0,1,1,2006,0,0,2,1,1
7920,Aryk Grosz,1,0,1,0,0,0,0,0,1,1,2006,0,0,2,1,1
7921,Tal Zvi Nathanel,1,5,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
7922,Shlomit Kugler,0,3,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
7923,Anna Zornosa,0,10,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
7924,Justin Park,1,1,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
7925,Hal Bame,1,0,2,0,0,0,0,0,0,1,2014,0,1,1,0,1
7926,Jacky Xu,1,0,1,0,0,0,0,0,0,1,1999,0,1,1,1,1
7927,Jason Appelbaum,1,3,1,0,0,0,0,0,1,1,2013,0,1,3,0,0
7928,David Vorrick,1,0,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
7929,Luke Champine,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7930,Lance Uggla,1,18,1,0,0,0,0,0,0,1,2001,0,1,2,1,1
7931,Kevin Gould,1,0,1,0,0,0,0,0,0,1,2001,0,1,2,1,1
7932,Aman Singla,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
7933,Adam Hotchkiss,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
7934,Sri Nathan,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
7935,Camilo Acosta,1,1,1,0,0,0,0,0,1,1,2011,0,1,3,0,1
7936,Frank Langston,1,4,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
7937,Maurice Harary,1,2,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
7938,Yue Fei,1,4,1,0,0,0,0,0,2,1,2013,0,1,3,0,1
7939,Anli He,0,0,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
7940,Dave Carlson,1,9,5,6,6,0,0,2,0,1,2013,0,0,3,0,1
7941,Stefan Koenig,1,2,1,0,0,0,0,0,0,1,2012,0,1,5,0,1
7942,Romain Dardour,1,2,1,0,0,0,0,0,0,1,2012,0,1,5,0,1
7943,Chris Wichert,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7944,Johannes Quodt,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7945,Christoffer Elings-Pers,1,0,1,0,0,0,0,0,0,1,2011,0,1,1,0,1
7946,Michael Chertok,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,1,1
7947,Rusty Sproat,1,2,1,0,0,0,0,0,1,1,2013,0,1,1,0,1
7948,Brian Cruver,1,0,2,1,2,0,0,0,0,1,2013,0,1,1,1,1
7949,Koen Bok,1,3,2,1,1,0,0,0,0,1,2013,0,1,2,0,1
7950,Jorn Dijk,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
7951,Bryan Payne,1,2,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7952,Mark Porter,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7953,Gerald Schoenbucher,1,0,2,1,1,0,0,0,0,1,2007,0,1,1,1,1
7954,Gang Li,1,0,2,0,0,0,0,0,0,1,2016,0,1,1,0,1
7955,Fui Yu Choong,1,0,5,0,0,0,0,0,0,1,2014,0,1,2,0,1
7956,Peter Abualzolof,1,2,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7957,Mohammed Jebrini,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
7958,Somil Desai,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,0
7959,Amit Knaani,0,3,2,0,0,0,0,0,0,1,2015,0,1,4,0,1
7960,Andy Bellass,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7961,Ronni Zehavi,1,0,2,0,0,0,0,0,0,1,2015,0,1,4,0,1
7962,Israel David,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7963,Rakesh Deshmukh,1,4,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
7964,Akash Dongre,1,5,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
7965,Sudhir Bangarambandi,1,4,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
7966,Dane Andrews,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7967,Flo Lauber,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7968,Andreas Szankay,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7969,Andreas Szankay,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,0,1
7970,Peter Kim,1,0,1,0,0,0,0,0,1,1,2012,0,1,5,0,0
7971,Boaz Hecht,1,26,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
7972,Itay Braun,1,4,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
7973,Anubhab Goel,1,13,2,0,0,0,0,0,0,1,2014,0,1,3,1,0
7974,Carl Dietrich,1,33,1,0,0,0,0,0,0,1,2006,0,0,3,1,1
7975,Kunal Agarwal,1,0,2,0,0,0,0,0,0,1,2013,0,1,2,0,0
7976,Shivnath Babu,1,0,1,0,0,0,0,0,2,1,2013,0,1,2,0,1
7977,Emily Greer,0,44,1,0,0,0,0,0,4,1,2006,0,1,1,1,1
7978,Jeremy Kauffman,1,0,2,0,0,0,0,0,0,1,2011,0,0,2,0,0
7979,Mark Koh,1,10,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
7980,Andrew Allison,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
7981,Tony Chong,1,0,1,0,0,0,0,0,1,1,2016,0,1,3,0,1
7982,Chris Brownridge,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
7983,Alfred Chuang,1,50,2,0,0,0,0,0,0,1,2008,0,1,2,1,1
7984,Sridhar Gundaiah,1,3,2,0,0,0,0,0,0,1,2011,0,1,2,1,0
7985,Rory Felton,1,0,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
7986,Sean Yang,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
7987,David Friedman,1,19,1,0,0,0,0,0,3,1,2010,0,1,5,1,1
7988,Phillip Chang,1,2,2,0,0,0,0,0,0,1,2010,0,1,5,1,1
7989,Thomas H. Lee,1,2,3,0,0,0,0,0,0,1,2010,0,1,5,1,1
7990,Jared Heyman,1,8,1,1,1,0,0,0,0,1,2012,0,1,2,0,1
7991,Leonardo Setyanto,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
7992,Steffen Maier,1,1,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
7993,Arnaud Camus,1,1,1,0,0,0,0,0,1,1,2014,0,1,4,0,1
7994,Filipe Dobreira,1,1,2,0,0,0,0,0,0,1,2014,0,1,4,0,1
7995,Ranvir Gujral,1,21,2,0,0,0,0,0,1,1,2011,0,1,3,1,1
7996,Raj E. Valli,1,0,2,0,0,0,0,0,0,1,2010,0,1,1,0,1
7997,Nicholas Stamos,1,4,2,0,0,0,0,0,0,1,2012,0,0,2,0,1
7998,Jugoslav Petkovic,1,0,1,4,5,0,0,0,1,1,2012,0,0,2,0,1
7999,Grisa Soba,1,0,1,0,0,0,0,0,0,1,2012,0,0,2,0,1
8000,Izzie Lerer,0,3,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
8001,Jeremy Roche,1,44,1,0,0,0,0,0,0,1,2009,0,1,1,1,1
8002,Anders Lassen,1,8,2,0,0,0,0,0,0,1,2011,0,1,2,0,1
8003,Antony Falco,1,22,3,0,0,0,0,0,0,1,2013,0,0,3,1,1
8004,Ian Plosker,1,4,1,0,0,0,0,0,1,1,2013,0,0,3,1,1
8005,Matt Heitzenroder,1,1,1,0,0,0,0,0,0,1,2013,0,0,3,1,1
8006,Arda Kutsal,1,27,4,0,0,0,0,0,1,1,2006,0,1,1,0,1
8007,Alan J Armstrong,1,0,1,1,1,0,0,0,0,1,2013,0,1,3,1,1
8008,"Yiren ""Ronnie"" Huang",1,0,1,1,1,0,0,0,0,1,2013,0,1,3,1,1
8009,Joseph DeFranco,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
8010,Jon Hirschtick,1,18,1,0,0,0,0,0,0,1,2012,0,1,5,1,1
8011,John McEleney,1,18,1,1,1,0,0,1,0,1,2012,0,1,5,1,0
8012,Scott Harris,1,0,1,0,0,0,0,0,0,1,2012,0,1,5,1,1
8013,Cong Tran,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0
8014,Nurkan KŒ‹Œ±rkan,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8015,Jin Koh,1,0,1,1,1,0,0,0,0,1,2015,0,1,1,0,1
8016,Emi Gal,1,19,2,0,0,0,0,0,1,1,2009,0,0,1,1,1
8017,Ho Jia Jian,1,9,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
8018,Derek Tan,1,24,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
8019,Vivek Garud,1,3,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
8020,Chris Fagan,1,14,1,0,0,0,0,0,0,1,2008,0,0,2,1,1
8021,Philip Wilson,1,0,1,1,1,0,0,0,0,1,2016,0,1,1,0,1
8022,Joseph Turian,1,11,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8023,Nathan Harding,1,8,1,0,0,0,0,0,0,1,2005,0,1,3,1,1
8024,Karl Hostetler,1,2,2,0,0,0,0,0,0,1,2012,0,1,1,1,1
8025,Michael Paris,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8026,Vincent Ning,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8027,Arthur Papas,1,1,1,0,0,0,0,0,2,1,1999,0,1,3,1,1
8028,Anisa Mirza,0,2,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
8029,Allan Shin,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
8030,John Clarkson,1,4,2,0,0,0,0,0,0,1,2005,0,0,1,1,0
8031,Alexander Torrenegra,1,7,6,1,1,1,0,0,0,1,2012,0,1,3,0,1
8032,John Quackenbush,1,6,1,0,0,0,0,0,0,1,2011,0,1,1,1,1
8033,Brian Rue,1,7,2,0,0,0,0,0,0,1,2012,0,1,2,0,1
8034,Cory Virok,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
8035,Vivian Li,0,0,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8036,Tony Wuyang,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8037,Carlos Curioni,1,1,1,1,1,0,0,0,0,1,2008,0,1,2,1,0
8038,Pavleen Thukral,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
8039,Alexander Cohen,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
8040,Darrius Thompson,1,13,3,0,0,0,0,0,0,1,2008,0,1,6,1,1
8041,Adrian Bourke,1,1,1,0,0,0,0,0,0,1,2008,0,1,6,1,1
8042,Samuel Berger,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
8043,Sharam Fouladgar-Mercer,1,15,1,0,0,0,0,0,1,1,2011,0,1,2,1,1
8044,Rajagopal Sathyamurthi,1,2,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8045,Rajagopal Sathyamurthi,1,2,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8046,Amit Banerjee,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
8047,Sourav Goswami,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
8048,Samantha Snabes,0,2,1,0,0,0,0,0,1,1,2013,0,1,5,0,1
8049,Loic Gautier,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
8050,Pierre-Antoine Brun,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
8051,Scott Wayman,1,3,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
8052,PJ Kirner,1,6,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8053,Ernest Loumaye,1,11,2,0,0,0,0,0,0,1,2012,0,1,2,1,1
8054,Justin Spraggins,1,5,5,0,0,0,0,0,0,1,2015,0,1,1,0,1
8055,Yun Cho,0,0,1,0,0,0,0,0,0,1,2015,0,1,2,0,1
8056,Yun Cho,0,0,1,0,0,0,0,0,0,1,2014,0,1,0,0,1
8057,Carlos Jimenez,1,0,3,0,0,0,0,0,1,1,2016,0,1,1,0,1
8058,Ed Ho,1,1,2,0,0,0,0,0,0,1,2004,0,0,2,1,1
8059,Daren Tsui,1,35,2,0,0,0,0,0,0,1,2004,0,0,2,1,1
8060,Anthony DiMare,1,0,2,0,0,0,0,0,0,1,2016,0,1,2,0,1
8061,Brian O'Clair,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8062,Ted Dziuba,1,17,2,0,0,0,0,0,0,1,2008,0,0,3,1,1
8063,John Evans,1,0,1,0,0,0,0,0,0,1,2008,0,0,3,1,1
8064,Nissim Tapiro,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
8065,Andrew Flachner,1,5,2,0,0,0,0,0,0,1,2012,0,0,2,0,1
8066,Dishant Shah,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
8067,Chen Levkovich,1,6,2,0,0,0,0,0,0,1,2009,0,1,3,0,1
8068,Rachel Batish,0,0,2,0,0,0,0,0,0,1,2009,0,1,3,0,1
8069,Hemal Bhatt,1,0,1,0,0,0,0,0,0,1,2016,0,1,1,0,1
8070,Ofer Bengal,1,8,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8071,Yiftach Shoolman,1,0,1,0,0,0,0,0,1,1,2011,0,1,2,1,1
8072,Liran Kotzer,1,5,2,0,0,0,0,0,1,1,2015,0,1,2,0,1
8073,Ami Dudu,1,3,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
8074,Andrew T. Grauer,1,0,1,1,1,0,0,0,1,1,2006,0,1,3,0,1
8075,Jared Grauer,1,0,1,1,1,0,0,0,0,1,2006,0,1,3,0,1
8076,Jared Grauer,1,0,1,1,1,0,0,0,0,1,2006,0,1,3,0,1
8077,Sophia Parsa,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8078,Shaq Zabihian,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8079,Nikhil Kundra,1,0,1,0,0,0,0,0,0,1,2012,0,1,6,0,1
8080,Luke McDonough,1,2,4,2,2,0,0,1,0,1,2014,0,1,2,0,1
8081,Richard Ollier,1,8,1,0,0,0,0,0,1,1,2008,0,1,3,0,0
8082,Blair Baldwin,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8083,Blair Baldwin,1,0,1,0,0,0,0,0,0,1,2016,0,0,2,0,1
8084,Aleksey Matyushev,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
8085,Aleksey Matyushev,1,0,1,0,0,0,0,0,0,1,2016,0,1,3,0,1
8086,Sean Boyd,1,0,1,0,0,0,0,0,0,1,2013,0,1,4,0,1
8087,Stefan Kraus,1,0,2,0,0,0,0,0,0,1,2016,0,1,1,0,0
8088,Arash Allaei,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
8089,Kian Salehi,1,0,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
8090,Jag Gill,0,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
8091,Yao Zhang,0,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8092,Chen Bai,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8093,Shaolong Sui,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8094,Shaolong Sui,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8095,Virraj Jatania,1,4,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
8096,Oby Sumampouw,1,1,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
8097,Christopher Hussain,1,0,2,1,1,0,0,0,0,1,2015,0,1,2,0,1
8098,Matthew McRae,1,14,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
8099,Matthew McRae,1,14,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
8100,Manrique Brenes,1,15,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
8101,Manrique Brenes,1,15,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
8102,Kaido Kert,1,2,1,0,0,0,0,0,0,1,2013,0,1,3,0,1
8103,Kaido Kert,1,2,1,0,0,0,0,0,0,1,2011,0,1,3,0,1
8104,Kerim Baran,1,0,2,2,2,0,0,0,0,1,2009,0,0,2,0,1
8105,Michael Goldberg,1,0,1,0,0,0,0,0,0,1,2009,0,0,2,0,1
8106,Sahil Baghla,1,12,3,0,0,0,0,0,0,1,0,0,0,1,0,1
8107,Ashish Rangnekar,1,18,1,0,0,0,0,0,0,1,2010,0,0,2,1,1
8108,Ujjwal Gupta,1,0,1,0,0,0,0,0,0,1,2010,0,0,2,1,1
8109,Nick Greenfield,1,3,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
8110,Horacio Martos,1,4,1,0,0,0,0,0,0,1,2008,0,1,2,1,1
8111,Andres Bou,1,2,1,0,0,0,0,0,0,1,2008,0,1,2,1,1
8112,"Tai ""Popo"" Chen",1,0,1,0,0,0,0,0,0,1,2015,0,1,2,1,1
8113,Jeffrey Huang,1,0,1,0,0,0,0,0,0,1,2015,0,1,2,1,0
8114,Hani Elias,1,5,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
8115,Eric Meizlish,1,3,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
8116,William Danford,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
8117,Eduardo Raider,1,0,1,1,2,0,0,0,0,1,2016,0,1,2,0,1
8118,Taisa Teles,0,0,1,1,2,0,0,0,0,1,2016,0,1,2,0,1
8119,Corinne Clinch,0,0,1,0,0,0,0,0,1,1,2014,0,1,2,0,1
8120,Damir Sabol,1,2,3,0,0,0,0,0,0,1,2014,0,1,6,0,1
8121,Sasa Skevin,1,0,3,0,0,0,0,0,0,1,2014,0,1,6,0,1
8122,Sasa Skevin,1,0,3,0,0,0,0,0,0,1,2014,0,1,6,0,1
8123,Virendra Gupta,1,0,1,0,0,0,0,0,1,1,2009,0,1,2,1,1
8124,Viru Gupta,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
8125,Viru Gupta,1,0,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
8126,FraníÈ_ois Wyss,1,2,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8127,Benoit Grouchko,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
8128,Guillaume Charhon,1,0,2,0,0,0,0,0,0,1,2014,0,1,3,0,1
8129,Laurent Scholten,1,0,1,0,0,0,0,0,0,1,2016,0,1,1,0,1
8130,Jordan Knox,1,0,2,0,0,0,0,0,0,1,2014,0,0,2,0,1
8131,Amir Bassan-Eskenazi,1,7,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8132,Amir Bassan-Eskenazi,1,7,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8133,Ofer Friedman,1,2,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8134,Brenda Schmidt,0,0,1,0,0,0,0,0,0,1,2015,0,1,1,1,1
8135,Ankit Prasad,1,5,2,0,0,0,0,0,0,1,2012,0,0,2,0,1
8136,Jeremy Wall,1,2,1,0,0,0,0,0,0,1,2015,0,1,1,0,1
8137,Amit Rosner,1,6,2,0,0,0,0,0,0,0,2012,2005,1,3,0,1
8138,Denis Mars,1,5,3,0,0,0,0,0,0,1,2013,0,1,2,0,1
8139,Simon Ratner,1,7,2,0,0,0,0,0,0,1,2013,0,1,2,0,1
8140,Tom Gillis,1,28,1,0,0,0,0,0,0,1,2011,0,0,3,1,0
8141,Jason Lango,1,3,1,0,0,0,0,0,0,1,2011,0,0,3,1,1
8142,Satya P. Mallick,1,2,1,0,0,0,0,0,0,1,2007,0,0,3,0,1
8143,Michael Duffy,1,0,1,0,0,0,0,0,0,1,2015,0,1,1,1,1
8144,Kartik Chandrayana,1,6,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8145,Satish Raghunath,1,1,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
8146,Ishveen Anand,0,11,1,0,0,0,0,0,1,1,2014,0,1,2,0,0
8147,Nick van der Meulen,1,0,1,1,1,0,0,0,0,1,2014,0,1,2,0,1
8148,Tom More,1,4,1,0,0,0,0,0,0,1,2012,0,1,1,0,1
8149,Trent Johnsen,1,8,2,0,0,0,0,0,0,1,2011,0,1,2,0,1
8150,Didier Elzinga,1,9,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
8151,Rod Hamilton,1,4,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
8152,Jason Gates,1,0,1,0,0,0,0,0,2,1,2012,0,1,3,0,1
8153,Ben Chehebar,1,0,1,0,0,0,0,0,0,1,2012,0,1,3,0,1
8154,Adrien Cohen Olivar,1,0,1,0,0,0,0,0,0,1,2017,0,0,1,0,1
8155,Christina Suriadjaja,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8156,Hendry Rusli,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8157,Hendry Rusli,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
8158,Iggy Fanlo,1,16,1,4,4,0,0,1,0,1,2012,0,1,3,1,1
8159,David Glickman,1,0,1,0,0,0,0,0,1,1,2012,0,1,3,1,1
8160,Keith Dutton,1,4,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
8161,Rasty Turek,1,2,2,0,0,0,0,0,0,1,2014,0,1,1,0,0
8162,David Jackson,1,10,1,0,0,0,0,0,0,1,2004,0,0,1,1,1
8163,Rene Bharti,1,9,1,1,1,0,0,0,0,1,2012,0,1,1,1,1
8164,Mike Cook,1,21,2,0,0,0,0,0,2,1,2014,0,1,2,0,1
8165,T. A. Krishnan,1,0,1,0,0,0,0,0,0,1,2013,0,1,4,1,1
8166,P.J. Gunsagar,1,3,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
8167,Gregg Morton,1,5,3,0,0,0,0,0,0,1,2015,0,1,2,0,1
8168,Erik Zamudio,1,0,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
8169,Amir Averbuch,1,1,1,0,0,0,0,0,1,1,2013,0,0,1,1,1
8170,Mark Gazit,1,18,1,0,0,0,0,0,1,1,2013,0,0,1,1,0
8171,Sharda Agarwal,0,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8172,Mahesh Jayaraman,2,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
8173,Matias Recchia,1,2,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8174,Andres Bernasconi,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
8175,John A. Goodman,1,0,1,0,0,0,0,0,0,1,2000,0,0,1,1,1
8176,Brad McNamara,1,15,1,0,0,0,0,0,1,1,2011,0,1,2,1,1
8177,Jonathan Friedman,1,1,1,0,0,0,0,0,0,1,2011,0,1,2,0,1
8178,Parviz Tayebati,1,2,2,1,1,0,0,0,0,1,2009,0,0,2,1,0
8179,Bien Chann,1,2,1,0,0,0,0,0,0,1,2009,0,0,2,1,1
8180,Adms Chung,1,0,1,1,1,0,0,0,0,1,2009,0,1,3,0,1
8181,Ken Lin,1,0,1,0,0,0,0,0,0,1,2009,0,1,3,0,1
8182,Navin Suri,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,0
8183,Navin Suri,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,0
8184,Doug Brackbill,1,0,1,0,0,0,0,0,0,1,2006,0,1,1,1,0
8185,Mihael Mikek,1,4,1,0,0,0,0,0,1,1,2006,0,1,3,1,1
8186,Maja Drolec,0,1,1,0,0,0,0,0,0,1,2006,0,1,3,1,1
8187,Matevz Klanjsek,1,7,1,0,0,0,0,0,2,1,2006,0,1,3,1,1
8188,Sam Glassenberg,1,5,1,0,0,0,0,0,1,1,2015,0,1,1,0,0
8189,Elsa Aoun,0,0,3,0,0,0,0,0,0,1,2009,0,1,2,0,1
8190,David Bessis,1,9,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
8191,Philipp Roesch-Schlanderer,1,4,1,1,1,0,0,0,0,1,2011,0,1,1,1,0
